dispersion;ouverture_0;ouverture_5;ouverture_10;ouverture_15;ouverture_20;ouverture_25;ouverture_30;ouverture_35;ouverture_40;ouverture_45;ouverture_50;ouverture_55;ouverture_60;ouverture_65;ouverture_70;ouverture_75;ouverture_80;ouverture_85;ouverture_90;ouverture_95;ouverture_100
64,5;0;0,45;0,9;1,36;1,81;2,28;2,76;3,25;3,75;4,28;4,82;5,4;6,02;6,68;7,41;8,23;9,17;10,3;11,77;14,02;24,87
64,6;0;0,45;0,9;1,36;1,81;2,28;2,76;3,24;3,75;4,27;4,82;5,4;6,01;6,68;7,41;8,22;9,16;10,29;11,76;14,01;24,84
64,7;0;0,45;0,9;1,35;1,81;2,28;2,75;3,24;3,75;4,27;4,82;5,39;6,01;6,67;7,4;8,21;9,15;10,28;11,75;14;24,81
64,8;0;0,45;0,9;1,35;1,81;2,28;2,75;3,24;3,75;4,27;4,82;5,39;6,01;6,67;7,4;8,21;9,15;10,28;11,75;14;24,81
64,9;0;0,45;0,9;1,35;1,81;2,27;2,75;3,24;3,74;4,26;4,81;5,39;6;6,66;7,39;8,2;9,14;10,27;11,73;13,98;24,9
65;0;0,45;0,9;1,35;1,81;2,27;2,75;3,23;3,74;4,26;4,81;5,38;6;6,66;7,38;8,2;9,13;10,26;11,72;13,96;24,87
65,1;0;0,45;0,9;1,35;1,81;2,27;2,75;3,23;3,73;4,26;4,8;5,38;5,99;6,65;7,38;8,19;9,12;10,25;11,71;13,95;24,85
65,2;0;0,45;0,9;1,35;1,81;2,27;2,74;3,23;3,73;4,25;4,8;5,37;5,99;6,65;7,37;8,18;9,12;10,24;11,7;13,94;24,82
65,3;0;0,45;0,9;1,35;1,81;2,27;2,74;3,23;3,73;4,25;4,8;5,37;5,99;6,65;7,37;8,18;9,12;10,24;11,7;13,94;24,82
65,4;0;0,45;0,9;1,35;1,8;2,27;2,74;3,22;3,73;4,25;4,79;5,37;5,98;6,64;7,36;8,17;9,1;10,23;11,68;13,92;24,77
65,5;0;0,45;0,9;1,35;1,8;2,26;2,74;3,22;3,72;4,24;4,79;5,36;5,97;6,63;7,36;8,16;9,1;10,22;11,68;13,91;24,74
65,6;0;0,45;0,9;1,34;1,8;2,26;2,73;3,22;3,72;4,24;4,78;5,36;5,97;6,63;7,35;8,16;9,09;10,21;11,67;13,9;24,71
65,7;0;0,45;0,89;1,34;1,8;2,26;2,73;3,22;3,72;4,24;4,78;5,35;5,96;6,62;7,34;8,15;9,08;10,2;11,66;13,89;24,68
65,8;0;0,45;0,89;1,34;1,8;2,26;2,73;3,22;3,72;4,24;4,78;5,35;5,96;6,62;7,34;8,15;9,08;10,2;11,66;13,89;24,68
65,9;0;0,45;0,89;1,34;1,8;2,26;2,73;3,21;3,71;4,23;4,77;5,35;5,95;6,61;7,33;8,14;9,07;10,19;11,64;13,87;24,62
66;0;0,45;0,89;1,34;1,79;2,26;2,73;3,21;3,71;4,23;4,77;5,34;5,95;6,61;7,33;8,13;9,06;10,18;11,63;13,86;24,59
66,1;0;0,45;0,89;1,34;1,79;2,25;2,72;3,21;3,71;4,22;4,77;5,34;5,95;6,6;7,32;8,13;9,05;10,17;11,62;13,85;24,56
66,2;0;0,45;0,89;1,34;1,79;2,25;2,72;3,2;3,7;4,22;4,76;5,33;5,94;6,6;7,32;8,12;9,05;10,16;11,61;13,83;24,53
66,3;0;0,45;0,89;1,34;1,79;2,25;2,72;3,2;3,7;4,22;4,76;5,33;5,94;6,6;7,32;8,12;9,05;10,16;11,61;13,83;24,53
66,4;0;0,45;0,89;1,34;1,79;2,25;2,72;3,2;3,7;4,21;4,75;5,32;5,93;6,59;7,31;8,11;9,03;10,15;11,59;13,81;24,47
66,5;0;0,45;0,89;1,34;1,79;2,25;2,72;3,2;3,69;4,21;4,75;5,32;5,93;6,58;7,3;8,1;9,03;10,14;11,59;13,8;24,44
66,6;0;0,45;0,89;1,33;1,79;2,25;2,71;3,2;3,69;4,21;4,75;5,32;5,92;6,58;7,29;8,1;9,02;10,13;11,58;13,79;24,57
66,7;0;0,45;0,89;1,33;1,78;2,24;2,71;3,19;3,69;4,2;4,74;5,31;5,92;6,57;7,29;8,09;9,01;10,13;11,57;13,78;24,54
66,8;0;0,45;0,89;1,33;1,78;2,24;2,71;3,19;3,69;4,2;4,74;5,31;5,92;6,57;7,29;8,09;9,01;10,13;11,57;13,78;24,54
66,9;0;0,44;0,89;1,33;1,78;2,24;2,71;3,19;3,68;4,2;4,74;5,31;5,91;6,56;7,28;8,08;9;10,11;11,55;13,76;24,49
67;0;0,44;0,89;1,33;1,78;2,24;2,71;3,19;3,68;4,2;4,73;5,3;5,91;6,56;7,27;8,07;8,99;10,1;11,54;13,75;24,46
67,1;0;0,44;0,89;1,33;1,78;2,24;2,7;3,18;3,68;4,19;4,73;5,3;5,9;6,55;7,27;8,07;8,99;10,09;11,53;13,74;24,44
67,2;0;0,44;0,88;1,33;1,78;2,24;2,7;3,18;3,68;4,19;4,73;5,29;5,9;6,55;7,26;8,06;8,98;10,09;11,53;13,73;24,41
67,3;0;0,44;0,88;1,33;1,78;2,24;2,7;3,18;3,68;4,19;4,73;5,29;5,9;6,55;7,26;8,06;8,98;10,09;11,53;13,73;24,41
67,4;0;0,44;0,88;1,33;1,78;2,23;2,7;3,18;3,67;4,18;4,72;5,29;5,89;6,54;7,25;8,05;8,97;10,07;11,51;13,71;24,35
67,5;0;0,44;0,88;1,33;1,77;2,23;2,7;3,17;3,67;4,18;4,72;5,28;5,88;6,53;7,25;8,04;8,96;10,06;11,5;13,7;24,33
67,6;0;0,44;0,88;1,32;1,77;2,23;2,69;3,17;3,66;4,18;4,71;5,28;5,88;6,53;7,24;8,04;8,95;10,06;11,49;13,69;24,3
67,7;0;0,44;0,88;1,32;1,77;2,23;2,69;3,17;3,66;4,17;4,71;5,27;5,87;6,52;7,23;8,03;8,95;10,05;11,48;13,68;24,27
67,8;0;0,44;0,88;1,32;1,77;2,23;2,69;3,17;3,66;4,17;4,71;5,27;5,87;6,52;7,23;8,03;8,95;10,05;11,48;13,68;24,27
67,9;0;0,44;0,88;1,32;1,77;2,22;2,69;3,16;3,66;4,17;4,7;5,27;5,87;6,51;7,22;8,02;8,93;10,03;11,47;13,66;24,21
68;0;0,44;0,88;1,32;1,77;2,22;2,69;3,16;3,65;4,16;4,7;5,26;5,86;6,51;7,22;8,01;8,93;10,03;11,46;13,65;24,18
68,1;0;0,44;0,88;1,32;1,77;2,22;2,68;3,16;3,65;4,16;4,69;5,26;5,86;6,5;7,21;8,01;8,92;10,02;11,45;13,64;24,15
68,2;0;0,44;0,88;1,32;1,77;2,22;2,68;3,16;3,65;4,16;4,69;5,25;5,85;6,5;7,21;8;8,91;10,01;11,44;13,63;24,27
68,3;0;0,44;0,88;1,32;1,77;2,22;2,68;3,16;3,65;4,16;4,69;5,25;5,85;6,5;7,21;8;8,91;10,01;11,44;13,63;24,27
68,4;0;0,44;0,88;1,32;1,76;2,22;2,68;3,15;3,64;4,15;4,68;5,25;5,84;6,49;7,2;7,99;8,9;10;11,42;13,61;24,22
68,5;0;0,44;0,88;1,32;1,76;2,21;2,68;3,15;3,64;4,15;4,68;5,24;5,84;6,49;7,19;7,98;8,89;9,99;11,42;13,6;24,2
68,6;0;0,44;0,88;1,31;1,76;2,21;2,67;3,15;3,64;4,15;4,68;5,24;5,84;6,48;7,19;7,98;8,89;9,98;11,41;13,59;24,17
68,7;0;0,44;0,87;1,31;1,76;2,21;2,67;3,15;3,64;4,14;4,67;5,23;5,83;6,48;7,18;7,97;8,88;9,98;11,4;13,58;24,15
68,8;0;0,44;0,87;1,31;1,76;2,21;2,67;3,15;3,64;4,14;4,67;5,23;5,83;6,48;7,18;7,97;8,88;9,98;11,4;13,58;24,15
68,9;0;0,44;0,87;1,31;1,76;2,21;2,67;3,14;3,63;4,14;4,67;5,23;5,82;6,47;7,17;7,96;8,87;9,96;11,38;13,56;24,09
69;0;0,44;0,87;1,31;1,75;2,21;2,67;3,14;3,63;4,13;4,66;5,22;5,82;6,46;7,17;7,95;8,86;9,95;11,37;13,55;24,07
69,1;0;0,44;0,87;1,31;1,75;2,2;2,66;3,14;3,62;4,13;4,66;5,22;5,81;6,46;7,16;7,95;8,85;9,95;11,37;13,54;24,04
69,2;0;0,44;0,87;1,31;1,75;2,2;2,66;3,13;3,62;4,13;4,66;5,22;5,81;6,45;7,16;7,94;8,85;9,94;11,36;13,53;24,01
69,3;0;0,44;0,87;1,31;1,75;2,2;2,66;3,13;3,62;4,13;4,66;5,22;5,81;6,45;7,16;7,94;8,85;9,94;11,36;13,53;24,01
69,4;0;0,44;0,87;1,31;1,75;2,2;2,66;3,13;3,62;4,12;4,65;5,21;5,8;6,44;7,15;7,93;8,84;9,92;11,34;13,51;23,95
69,5;0;0,44;0,87;1,31;1,75;2,2;2,66;3,13;3,61;4,12;4,65;5,2;5,8;6,44;7,14;7,92;8,83;9,92;11,33;13,5;23,93
69,6;0;0,44;0,87;1,31;1,75;2,2;2,65;3,13;3,61;4,12;4,64;5,2;5,79;6,43;7,13;7,92;8,82;9,91;11,32;13,49;23,9
69,7;0;0,44;0,87;1,3;1,75;2,19;2,65;3,12;3,61;4,11;4,64;5,2;5,79;6,43;7,13;7,91;8,82;9,9;11,32;13,48;23,87
69,8;0;0,44;0,87;1,3;1,75;2,19;2,65;3,12;3,61;4,11;4,64;5,2;5,79;6,43;7,13;7,91;8,82;9,9;11,32;13,48;23,87
69,9;0;0,44;0,87;1,3;1,74;2,19;2,65;3,12;3,6;4,11;4,63;5,19;5,78;6,42;7,12;7,9;8,8;9,89;11,3;13,46;23,96
70;0;0,43;0,87;1,3;1,74;2,19;2,65;3,12;3,6;4,1;4,63;5,19;5,78;6,42;7,11;7,9;8,8;9,88;11,29;13,45;23,94
70,1;0;0,43;0,87;1,3;1,74;2,19;2,65;3,11;3,6;4,1;4,63;5,18;5,77;6,41;7,11;7,89;8,79;9,88;11,28;13,44;23,92
70,2;0;0,43;0,87;1,3;1,74;2,19;2,64;3,11;3,6;4,1;4,62;5,18;5,77;6,41;7,1;7,89;8,78;9,87;11,28;13,43;23,89
70,3;0;0,43;0,87;1,3;1,74;2,19;2,64;3,11;3,6;4,1;4,62;5,18;5,77;6,41;7,1;7,89;8,78;9,87;11,28;13,43;23,89
70,4;0;0,43;0,86;1,3;1,74;2,18;2,64;3,11;3,59;4,09;4,62;5,17;5,76;6,4;7,09;7,87;8,77;9,85;11,26;13,41;23,84
70,5;0;0,43;0,86;1,3;1,74;2,18;2,64;3,11;3,59;4,09;4,61;5,17;5,76;6,39;7,09;7,87;8,77;9,85;11,25;13,4;23,82
70,6;0;0,43;0,86;1,3;1,73;2,18;2,64;3,1;3,59;4,09;4,61;5,16;5,75;6,39;7,08;7,86;8,76;9,84;11,24;13,39;23,79
70,7;0;0,43;0,86;1,3;1,73;2,18;2,63;3,1;3,58;4,08;4,61;5,16;5,75;6,38;7,08;7,86;8,75;9,83;11,23;13,38;23,76
70,8;0;0,43;0,86;1,3;1,73;2,18;2,63;3,1;3,58;4,08;4,61;5,16;5,75;6,38;7,08;7,86;8,75;9,83;11,23;13,38;23,76
70,9;0;0,43;0,86;1,29;1,73;2,18;2,63;3,1;3,58;4,08;4,6;5,15;5,74;6,37;7,07;7,85;8,74;9,82;11,22;13,36;23,71
71;0;0,43;0,86;1,29;1,73;2,17;2,63;3,09;3,58;4,08;4,6;5,15;5,74;6,37;7,06;7,84;8,73;9,81;11,21;13,36;23,68
71,1;0;0,43;0,86;1,29;1,73;2,17;2,63;3,09;3,57;4,07;4,59;5,15;5,73;6,37;7,06;7,83;8,73;9,8;11,2;13,35;23,65
71,2;0;0,43;0,86;1,29;1,73;2,17;2,62;3,09;3,57;4,07;4,59;5,14;5,73;6,36;7,05;7,83;8,72;9,8;11,19;13,34;23,63
71,3;0;0,43;0,86;1,29;1,73;2,17;2,62;3,09;3,57;4,07;4,59;5,14;5,73;6,36;7,05;7,83;8,72;9,8;11,19;13,34;23,63
71,4;0;0,43;0,86;1,29;1,72;2,17;2,62;3,09;3,57;4,06;4,58;5,13;5,72;6,35;7,04;7,82;8,71;9,78;11,18;13,32;23,57
71,5;0;0,43;0,86;1,29;1,72;2,17;2,62;3,08;3,56;4,06;4,58;5,13;5,72;6,35;7,04;7,81;8,7;9,78;11,17;13,31;23,69
71,6;0;0,43;0,86;1,29;1,72;2,17;2,62;3,08;3,56;4,06;4,58;5,13;5,71;6,34;7,03;7,81;8,7;9,77;11,16;13,3;23,67
71,7;0;0,43;0,86;1,29;1,72;2,16;2,62;3,08;3,56;4,06;4,58;5,12;5,71;6,34;7,03;7,8;8,69;9,76;11,16;13,29;23,64
71,8;0;0,43;0,86;1,29;1,72;2,16;2,62;3,08;3,56;4,06;4,58;5,12;5,71;6,34;7,03;7,8;8,69;9,76;11,16;13,29;23,64
71,9;0;0,43;0,86;1,28;1,72;2,16;2,61;3,08;3,55;4,05;4,57;5,12;5,7;6,33;7,02;7,79;8,68;9,75;11,14;13,27;23,6
72;0;0,43;0,85;1,28;1,72;2,16;2,61;3,07;3,55;4,05;4,57;5,11;5,7;6,33;7,01;7,79;8,67;9,74;11,13;13,26;23,57
72,1;0;0,43;0,85;1,28;1,72;2,16;2,61;3,07;3,55;4,04;4,56;5,11;5,69;6,32;7,01;7,78;8,67;9,74;11,12;13,25;23,55
72,2;0;0,43;0,85;1,28;1,72;2,16;2,61;3,07;3,55;4,04;4,56;5,11;5,69;6,32;7;7,77;8,66;9,73;11,12;13,24;23,52
72,3;0;0,43;0,85;1,28;1,72;2,16;2,61;3,07;3,55;4,04;4,56;5,11;5,69;6,32;7;7,77;8,66;9,73;11,12;13,24;23,52
72,4;0;0,43;0,85;1,28;1,71;2,15;2,6;3,06;3,54;4,04;4,55;5,1;5,68;6,31;6,99;7,76;8,65;9,72;11,1;13,22;23,47
72,5;0;0,43;0,85;1,28;1,71;2,15;2,6;3,06;3,54;4,03;4,55;5,1;5,68;6,3;6,99;7,76;8,64;9,71;11,09;13,22;23,44
72,6;0;0,43;0,85;1,28;1,71;2,15;2,6;3,06;3,54;4,03;4,55;5,09;5,67;6,3;6,99;7,75;8,64;9,7;11,09;13,21;23,42
72,7;0;0,43;0,85;1,28;1,71;2,15;2,6;3,06;3,53;4,03;4,54;5,09;5,67;6,29;6,98;7,75;8,63;9,7;11,08;13,2;23,39
72,8;0;0,43;0,85;1,28;1,71;2,15;2,6;3,06;3,53;4,03;4,54;5,09;5,67;6,29;6,98;7,75;8,63;9,7;11,08;13,2;23,39
72,9;0;0,43;0,85;1,28;1,71;2,15;2,59;3,05;3,53;4,02;4,54;5,08;5,66;6,29;6,97;7,74;8,62;9,68;11,06;13,18;23,34
73;0;0,43;0,85;1,27;1,71;2,14;2,59;3,05;3,53;4,02;4,53;5,08;5,66;6,28;6,97;7,73;8,61;9,68;11,05;13,17;23,31
73,1;0;0,43;0,85;1,27;1,7;2,14;2,59;3,05;3,52;4,02;4,53;5,07;5,65;6,28;6,96;7,73;8,61;9,67;11,05;13,16;23,28
73,2;0;0,43;0,85;1,27;1,7;2,14;2,59;3,05;3,52;4,01;4,53;5,07;5,65;6,27;6,96;7,72;8,6;9,66;11,04;13,15;23,4
73,3;0;0,43;0,85;1,27;1,7;2,14;2,59;3,05;3,52;4,01;4,53;5,07;5,65;6,27;6,96;7,72;8,6;9,66;11,04;13,15;23,4
73,4;0;0,42;0,85;1,27;1,7;2,14;2,59;3,04;3,52;4,01;4,52;5,06;5,64;6,26;6,95;7,71;8,59;9,65;11,03;13,13;23,36
73,5;0;0,42;0,85;1,27;1,7;2,14;2,58;3,04;3,51;4,01;4,52;5,06;5,64;6,26;6,94;7,71;8,58;9,64;11,02;13,13;23,34
73,6;0;0,42;0,85;1,27;1,7;2,14;2,58;3,04;3,51;4;4,52;5,06;5,63;6,26;6,94;7,7;8,58;9,64;11,01;13,12;23,31
73,7;0;0,42;0,84;1,27;1,7;2,13;2,58;3,04;3,51;4;4,51;5,05;5,63;6,25;6,93;7,69;8,57;9,63;11;13,11;23,29
73,8;0;0,42;0,84;1,27;1,7;2,13;2,58;3,04;3,51;4;4,51;5,05;5,63;6,25;6,93;7,69;8,57;9,63;11;13,11;23,29
73,9;0;0,42;0,84;1,27;1,7;2,13;2,58;3,03;3,5;3,99;4,51;5,05;5,62;6,24;6,92;7,68;8,56;9,62;10,99;13,09;23,24
74;0;0,42;0,84;1,27;1,69;2,13;2,57;3,03;3,5;3,99;4,5;5,04;5,62;6,24;6,92;7,68;8,55;9,61;10,98;13,08;23,21
74,1;0;0,42;0,84;1,27;1,69;2,13;2,57;3,03;3,5;3,99;4,5;5,04;5,61;6,23;6,91;7,67;8,55;9,6;10,97;13,07;23,19
74,2;0;0,42;0,84;1,26;1,69;2,13;2,57;3,03;3,5;3,99;4,5;5,04;5,61;6,23;6,91;7,67;8,54;9,6;10,96;13,06;23,16
74,3;0;0,42;0,84;1,26;1,69;2,13;2,57;3,03;3,5;3,99;4,5;5,04;5,61;6,23;6,91;7,67;8,54;9,6;10,96;13,06;23,16
74,4;0;0,42;0,84;1,26;1,69;2,12;2,57;3,02;3,49;3,98;4,49;5,03;5,6;6,22;6,9;7,66;8,53;9,58;10,95;13,04;23,11
74,5;0;0,42;0,84;1,26;1,69;2,12;2,57;3,02;3,49;3,98;4,49;5,03;5,6;6,22;6,9;7,65;8,53;9,58;10,94;13,04;23,08
74,6;0;0,42;0,84;1,26;1,69;2,12;2,56;3,02;3,49;3,98;4,49;5,02;5,6;6,21;6,89;7,65;8,52;9,57;10,93;13,03;23,06
74,7;0;0,42;0,84;1,26;1,69;2,12;2,56;3,02;3,49;3,97;4,48;5,02;5,59;6,21;6,89;7,64;8,51;9,56;10,93;13,02;23,03
74,8;0;0,42;0,84;1,26;1,69;2,12;2,56;3,02;3,49;3,97;4,48;5,02;5,59;6,21;6,89;7,64;8,51;9,56;10,93;13,02;23,03
74,9;0;0,42;0,84;1,26;1,68;2,12;2,56;3,01;3,48;3,97;4,48;5,01;5,58;6,2;6,88;7,63;8,5;9,55;10,91;13;23,13
75;0;0,42;0,84;1,26;1,68;2,12;2,56;3,01;3,48;3,96;4,47;5,01;5,58;6,2;6,87;7,63;8,5;9,55;10,91;12,99;23,11
75,1;0;0,42;0,84;1,26;1,68;2,11;2,56;3,01;3,48;3,96;4,47;5,01;5,58;6,19;6,87;7,62;8,49;9,54;10,9;12,98;23,08
75,2;0;0,42;0,84;1,26;1,68;2,11;2,55;3,01;3,47;3,96;4,47;5;5,57;6,19;6,86;7,62;8,49;9,53;10,89;12,98;23,06
75,3;0;0,42;0,84;1,26;1,68;2,11;2,55;3,01;3,47;3,96;4,47;5;5,57;6,19;6,86;7,62;8,49;9,53;10,89;12,98;23,06
75,4;0;0,42;0,84;1,25;1,68;2,11;2,55;3;3,47;3,95;4,46;5;5,57;6,18;6,85;7,61;8,47;9,52;10,88;12,96;23,01
75,5;0;0,42;0,83;1,25;1,68;2,11;2,55;3;3,47;3,95;4,46;4,99;5,56;6,18;6,85;7,6;8,47;9,51;10,87;12,95;22,99
75,6;0;0,42;0,83;1,25;1,68;2,11;2,55;3;3,46;3,95;4,46;4,99;5,56;6,17;6,84;7,6;8,46;9,51;10,86;12,94;22,97
75,7;0;0,42;0,83;1,25;1,68;2,11;2,55;3;3,46;3,95;4,45;4,99;5,55;6,17;6,84;7,59;8,46;9,5;10,86;12,93;22,94
75,8;0;0,42;0,83;1,25;1,68;2,11;2,55;3;3,46;3,95;4,45;4,99;5,55;6,17;6,84;7,59;8,46;9,5;10,86;12,93;22,94
75,9;0;0,42;0,83;1,25;1,67;2,1;2,54;2,99;3,46;3,94;4,45;4,98;5,55;6,16;6,83;7,58;8,45;9,49;10,84;12,91;22,89
76;0;0,42;0,83;1,25;1,67;2,1;2,54;2,99;3,46;3,94;4,44;4,98;5,54;6,16;6,83;7,58;8,44;9,48;10,83;12,91;22,87
76,1;0;0,42;0,83;1,25;1,67;2,1;2,54;2,99;3,45;3,94;4,44;4,97;5,54;6,15;6,82;7,57;8,44;9,48;10,83;12,9;22,84
76,2;0;0,42;0,83;1,25;1,67;2,1;2,54;2,99;3,45;3,93;4,44;4,97;5,54;6,15;6,82;7,57;8,43;9,47;10,82;12,89;22,81
76,3;0;0,42;0,83;1,25;1,67;2,1;2,54;2,99;3,45;3,93;4,44;4,97;5,54;6,15;6,82;7,57;8,43;9,47;10,82;12,89;22,81
76,4;0;0,42;0,83;1,25;1,67;2,1;2,53;2,98;3,45;3,93;4,43;4,96;5,53;6,14;6,81;7,56;8,42;9,46;10,8;12,87;22,76
76,5;0;0,42;0,83;1,25;1,67;2,09;2,53;2,98;3,44;3,93;4,43;4,96;5,53;6,14;6,8;7,55;8,41;9,45;10,8;12,86;22,73
76,6;0;0,42;0,83;1,24;1,67;2,09;2,53;2,98;3,44;3,92;4,43;4,96;5,52;6,13;6,8;7,55;8,41;9,44;10,79;12,86;22,86
76,7;0;0,42;0,83;1,24;1,66;2,09;2,53;2,98;3,44;3,92;4,42;4,95;5,52;6,13;6,8;7,54;8,4;9,44;10,78;12,85;22,84
76,8;0;0,42;0,83;1,24;1,66;2,09;2,53;2,98;3,44;3,92;4,42;4,95;5,51;6,12;6,79;7,54;8,4;9,43;10,78;12,84;22,82
76,9;0;0,42;0,83;1,24;1,66;2,09;2,53;2,97;3,44;3,92;4,42;4,95;5,51;6,12;6,79;7,53;8,39;9,43;10,77;12,83;22,79
77;0;0,41;0,83;1,24;1,66;2,09;2,52;2,97;3,43;3,91;4,41;4,94;5,51;6,12;6,78;7,53;8,39;9,42;10,76;12,82;22,77
77,1;0;0,41;0,83;1,24;1,66;2,09;2,52;2,97;3,43;3,91;4,41;4,94;5,5;6,11;6,78;7,52;8,38;9,41;10,76;12,81;22,75
77,2;0;0,41;0,83;1,24;1,66;2,09;2,52;2,97;3,43;3,91;4,41;4,94;5,5;6,11;6,77;7,52;8,37;9,41;10,75;12,8;22,73
77,3;0;0,41;0,82;1,24;1,66;2,08;2,52;2,97;3,43;3,91;4,41;4,93;5,5;6,1;6,77;7,51;8,37;9,4;10,74;12,8;22,7
77,4;0;0,41;0,82;1,24;1,66;2,08;2,52;2,96;3,42;3,9;4,4;4,93;5,49;6,1;6,76;7,51;8,36;9,39;10,73;12,79;22,68
77,5;0;0,41;0,82;1,24;1,66;2,08;2,52;2,96;3,42;3,9;4,4;4,93;5,49;6,1;6,76;7,5;8,36;9,39;10,73;12,78;22,65
77,6;0;0,41;0,82;1,24;1,65;2,08;2,51;2,96;3,42;3,9;4,4;4,92;5,49;6,09;6,76;7,5;8,35;9,38;10,72;12,77;22,63
77,7;0;0,41;0,82;1,24;1,65;2,08;2,51;2,96;3,42;3,89;4,39;4,92;5,48;6,09;6,75;7,49;8,35;9,38;10,71;12,76;22,6
77,8;0;0,41;0,82;1,23;1,65;2,08;2,51;2,96;3,42;3,89;4,39;4,92;5,48;6,08;6,75;7,49;8,34;9,37;10,71;12,75;22,58
77,9;0;0,41;0,82;1,23;1,65;2,08;2,51;2,95;3,41;3,89;4,39;4,91;5,48;6,08;6,74;7,48;8,34;9,36;10,7;12,75;22,55
78;0;0,41;0,82;1,23;1,65;2,07;2,51;2,95;3,41;3,89;4,39;4,91;5,47;6,08;6,74;7,48;8,33;9,36;10,69;12,74;22,53
78,1;0;0,41;0,82;1,23;1,65;2,07;2,51;2,95;3,41;3,88;4,38;4,91;5,47;6,07;6,73;7,47;8,33;9,35;10,69;12,73;22,5
78,2;0;0,41;0,82;1,23;1,65;2,07;2,5;2,95;3,41;3,88;4,38;4,91;5,47;6,07;6,73;7,47;8,32;9,35;10,68;12,72;22,62
78,3;0;0,41;0,82;1,23;1,65;2,07;2,5;2,95;3,4;3,88;4,38;4,9;5,46;6,06;6,73;7,46;8,32;9,34;10,67;12,71;22,6
78,4;0;0,41;0,82;1,23;1,65;2,07;2,5;2,94;3,4;3,88;4,37;4,9;5,46;6,06;6,72;7,46;8,31;9,33;10,67;12,71;22,58
78,5;0;0,41;0,82;1,23;1,65;2,07;2,5;2,94;3,4;3,88;4,37;4,9;5,45;6,06;6,72;7,45;8,31;9,33;10,66;12,7;22,56
78,6;0;0,41;0,82;1,23;1,64;2,07;2,5;2,94;3,4;3,87;4,37;4,89;5,45;6,05;6,71;7,45;8,3;9,32;10,65;12,69;22,54
78,7;0;0,41;0,82;1,23;1,64;2,07;2,5;2,94;3,4;3,87;4,37;4,89;5,45;6,05;6,71;7,45;8,29;9,32;10,65;12,68;22,52
78,8;0;0,41;0,82;1,23;1,64;2,06;2,49;2,94;3,39;3,87;4,36;4,89;5,44;6,05;6,7;7,44;8,29;9,31;10,64;12,67;22,49
78,9;0;0,41;0,82;1,23;1,64;2,06;2,49;2,94;3,39;3,87;4,36;4,88;5,44;6,04;6,7;7,44;8,28;9,3;10,63;12,66;22,47
79;0;0,41;0,82;1,23;1,64;2,06;2,49;2,93;3,39;3,86;4,36;4,88;5,44;6,04;6,7;7,43;8,28;9,3;10,62;12,66;22,45
79,1;0;0,41;0,82;1,22;1,64;2,06;2,49;2,93;3,39;3,86;4,36;4,88;5,43;6,03;6,69;7,43;8,27;9,29;10,62;12,65;22,42
79,2;0;0,41;0,81;1,22;1,64;2,06;2,49;2,93;3,38;3,86;4,35;4,87;5,43;6,03;6,69;7,42;8,27;9,29;10,61;12,64;22,4
79,3;0;0,41;0,81;1,22;1,64;2,06;2,49;2,93;3,38;3,86;4,35;4,87;5,43;6,03;6,68;7,42;8,26;9,28;10,6;12,63;22,38
79,4;0;0,41;0,81;1,22;1,64;2,06;2,49;2,93;3,38;3,85;4,35;4,87;5,42;6,02;6,68;7,41;8,26;9,28;10,6;12,62;22,35
79,5;0;0,41;0,81;1,22;1,63;2,05;2,48;2,92;3,38;3,85;4,34;4,87;5,42;6,02;6,67;7,41;8,25;9,27;10,59;12,62;22,33
79,6;0;0,41;0,81;1,22;1,63;2,05;2,48;2,92;3,38;3,85;4,34;4,86;5,42;6,01;6,67;7,4;8,25;9,26;10,58;12,61;22,3
79,7;0;0,41;0,81;1,22;1,63;2,05;2,48;2,92;3,37;3,85;4,34;4,86;5,41;6,01;6,67;7,4;8,24;9,26;10,58;12,6;22,28
79,8;0;0,41;0,81;1,22;1,63;2,05;2,48;2,92;3,37;3,84;4,34;4,86;5,41;6,01;6,66;7,39;8,24;9,25;10,57;12,59;22,25
79,9;0;0,41;0,81;1,22;1,63;2,05;2,48;2,92;3,37;3,84;4,33;4,85;5,41;6;6,66;7,39;8,23;9,25;10,56;12,59;22,37
80;0;0,41;0,81;1,22;1,63;2,05;2,48;2,91;3,37;3,84;4,33;4,85;5,4;6;6,65;7,38;8,23;9,24;10,56;12,58;22,35
80,1;0;0,41;0,81;1,22;1,63;2,05;2,47;2,91;3,37;3,84;4,33;4,85;5,4;6;6,65;7,38;8,22;9,23;10,55;12,57;22,33
80,2;0;0,41;0,81;1,22;1,63;2,05;2,47;2,91;3,36;3,83;4,33;4,84;5,4;5,99;6,64;7,38;8,22;9,23;10,54;12,56;22,31
80,3;0;0,41;0,81;1,22;1,63;2,04;2,47;2,91;3,36;3,83;4,32;4,84;5,39;5,99;6,64;7,37;8,21;9,22;10,54;12,55;22,29
80,4;0;0,41;0,81;1,21;1,63;2,04;2,47;2,91;3,36;3,83;4,32;4,84;5,39;5,98;6,64;7,37;8,21;9,22;10,53;12,55;22,27
80,5;0;0,41;0,81;1,21;1,62;2,04;2,47;2,91;3,36;3,83;4,32;4,83;5,39;5,98;6,63;7,36;8,2;9,21;10,52;12,54;22,25
80,6;0;0,41;0,81;1,21;1,62;2,04;2,47;2,9;3,36;3,82;4,31;4,83;5,38;5,98;6,63;7,36;8,2;9,21;10,52;12,53;22,22
